"id","name","rating"
900268,"Skemfar Elderhall",3
900269,"Snowfield Sinkhole",1.5
900270,"Sulfurous Mire",1.5
900271,"""Surtland Frostfire""",3
900273,"Volatile Fjord",1.5
900274,"Woodland Chasm",1.5
900275,"The World Tree",3.5
900276,"Snow-Covered Plains",2
900278,"Snow-Covered Island",2
900280,"Snow-Covered Swamp",2
900282,"Snow-Covered Mountain",2
900284,"Snow-Covered Forest",2
900394,"Plains",2
900395,"Island",2
900396,"Swamp",1.5
900397,"Mountain",2
900398,"Forest",2
