"id","name","rating"
473140,"Tall as a Beanstalk",1
473141,"Trail of Crumbs",3
473142,"Tuinvale Treefolk // Oaken Boon",2
473143,"Wicked Wolf",4
473144,"Wildborn Preserver",3.5
473145,"Wildwood Tracker",1.5
473146,"Wolf's Quarry",0
473147,"Yorvo, Lord of Garenbrig",3.5
473148,"Dance of the Manse",2
473149,"Doom Foretold",2
473150,"Drown in the Loch",3
473151,"Escape to the Wilds",2.5
473152,"Faeburrow Elder",3
473153,"Garruk, Cursed Huntsman",5
473154,"Grumgully, the Generous",3.5
473155,"Improbable Alliance",3.5
473156,"Inspiring Veteran",3
473157,"Lochmere Serpent",4
473158,"Maraleaf Pixie",2.5
473159,"Oko, Thief of Crowns",4.5
473160,"Outlaws' Merriment",4
473161,"The Royal Scions",4
473162,"Savvy Hunter",3.5
473163,"Shinechaser",1.5
473164,"Steelclaw Lance",3
473165,"Stormfist Crusader",3
473166,"Wandermare",3
473167,"Wintermoor Commander",3
473168,"Arcanist's Owl",3
473169,"Covetous Urge",3
473170,"Deathless Knight",3
473171,"Elite Headhunter",2
473172,"Fireborn Knight",3
473173,"Loch Dragon",3
473174,"Oakhame Ranger // Bring Back",3
473175,"Rampart Smasher",3
473176,"Resolute Rider",3
473177,"Thunderous Snapper",2.5
473178,"Clockwork Servant",3
473179,"Crashing Drawbridge",1
473180,"Enchanted Carriage",3
473181,"Gingerbrute",2
473182,"Golden Egg",2.5
473183,"Henge Walker",1.5
473184,"Heraldic Banner",3
473185,"Inquisitive Puppet",0.5
473186,"Jousting Dummy",1
473187,"Locthwain Gargoyle",1
473188,"Lucky Clover",3.5
473189,"Prophet of the Peak",1.5
473190,"Roving Keep",0
473191,"Scalding Cauldron",2.5
473192,"Shambling Suit",1.5
473193,"Signpost Scarecrow",1
473194,"Sorcerer's Broom",1.5
473195,"Sorcerous Spyglass",0.5
473196,"Spinning Wheel",2.5
473197,"Stonecoil Serpent",4.5
473198,"Weapon Rack",0.5
473199,"Witch's Oven",3
473200,"Castle Ardenvale",3
473201,"Castle Embereth",2
473202,"Castle Garenbrig",2
473203,"Castle Locthwain",2.5
473204,"Castle Vantress",2.5
473205,"Dwarven Mine",0.5
473206,"Fabled Passage",3
473207,"Gingerbread Cabin",0.5
473208,"Idyllic Grange",1
473209,"Mystic Sanctuary",1
473210,"Tournament Grounds",1
473211,"Witch's Cottage",1
473212,"Plains",0
473216,"Island",0
473220,"Swamp",0
473224,"Mountain",0
473228,"Forest",0
